Unnamed: 0,SeqID,PAS_261_300,distance_261_300,PAS_301_350,distance_301_350,AllOligomerScore_200_260,AllOligomerScore_261_301,AllOligomerScore_290_310,AllOligomerScore_301_350,Y
21053,>NT_033779.5:6498149-6498749,3.2,24,3.98,24,78.21,56.37,25.24,85.8,-1
21054,>NT_033779.5:9715890-9716490,3.98,4,3.98,29,100.64,94.82,46.84,111.15,-1
21055,>NT_033777.3:7058371-7058971,3.26,19,3.61,42,88.37,63.16,35.36,72.22,-1
21056,>NT_033778.4:16586811-16587411,3.57,27,2.88,43,105.52,62.26,36.62,74.93,-1
21057,>NT_033777.3:23951747-23952347,2.74,22,3.26,7,91.74,54.69,28.91,75.86,-1
21058,>NC_004354.4:2711456-2712056,3.29,4,3.29,42,82.7,70.72,40.15,69.09,-1
21059,>NT_037436.4:250551-251151,3.98,16,3.26,43,95.73,74.57,25.11,66.47,-1
21060,>NT_037436.4:1966425-1967025,3.98,21,2.84,12,92.48,73.35,25.18,58.54,-1
21061,>NT_033778.4:6971812-6972412,3.49,9,3.67,2,75.43,78.74,21.59,91.75,-1
21062,>NT_033779.5:15265786-15266386,3.57,3,2.86,7,101.73,74.91,29.35,77.13,-1
21063,>NC_004354.4:8101881-8102481,3.49,21,3.12,43,103.04,75.07,36.83,73.75,-1
21064,>NT_033777.3:8814522-8815122,3.2,26,2.88,19,120.74,71.8,32.86,85.95,-1
21065,>NT_033777.3:14620120-14620720,3.61,18,2.88,10,86.4,69.43,19.05,55.49,-1
21066,>NT_037436.4:21315552-21316152,3.33,14,3.37,20,99.35,77.65,31.8,89.29,-1
21067,>NT_033778.4:8551564-8552164,3.74,0,2.47,16,97.59,56.1,32.91,63.94,-1
21068,>NT_033777.3:9332333-9332933,3.5,0,2.6,21,93.68,76.57,37.7,75.13,-1
21069,>NT_033777.3:12741517-12742117,3.49,16,3.43,43,96.25,79.07,32.17,63.67,-1
21070,>NT_033777.3:24861359-24861959,3.61,20,2.88,43,69.0,77.53,31.15,75.57,-1
21071,>NC_004354.4:17858086-17858686,3.33,19,3.24,22,75.05,61.53,18.95,57.68,-1
21072,>NT_033778.4:23554611-23555211,3.26,13,3.33,24,107.85,68.26,20.84,76.32,-1
21073,>NT_037436.4:21836731-21837331,3.61,7,3.28,25,87.73,62.69,29.67,90.86,-1
21074,>NT_033777.3:24328288-24328888,3.12,9,3.2,18,86.25,56.27,27.72,71.36,-1
21075,>NT_033777.3:24063041-24063641,2.84,12,3.98,34,67.39,48.81,37.29,111.7,-1
21076,>NC_004354.4:495974-496574,2.97,24,2.29,43,86.92,72.31,29.32,48.34,-1
21077,>NT_033778.4:17573388-17573988,3.77,27,3.77,38,76.07,96.28,38.13,88.36,-1
21078,>NT_033778.4:23356072-23356672,3.23,22,2.88,9,74.14,73.69,25.48,72.86,-1
21079,>NT_033779.5:5327610-5328210,3.2,19,3.09,2,107.22,64.24,23.09,71.73,-1
21080,>NT_037436.4:4246892-4247492,3.98,16,3.46,42,114.06,91.1,36.61,47.17,-1
21081,>NC_004354.4:22447318-22447918,3.77,26,2.62,20,86.36,76.96,23.42,70.68,-1
21082,>NT_033777.3:10766022-10766622,3.57,17,3.98,19,134.06,89.2,33.63,110.19,-1
21083,>NC_004354.4:3099773-3100373,3.98,13,3.98,37,96.33,109.97,44.29,98.49,-1
21084,>NT_033777.3:29128014-29128614,3.5,6,3.98,33,83.24,78.46,39.12,119.48,-1
21085,>NT_037436.4:19256771-19257371,3.29,1,2.91,7,98.95,67.9,36.93,89.1,-1
21086,>NT_037436.4:21982544-21983144,3.61,19,3.28,30,114.62,64.61,25.61,83.78,-1
21087,>NT_033779.5:19542440-19543040,3.26,9,3.24,42,110.55,69.9,38.34,96.31,-1
21088,>NT_033777.3:22977602-22978202,3.26,23,3.43,43,78.93,76.87,22.62,79.57,-1
21089,>NT_033777.3:8712331-8712931,3.2,17,3.26,39,93.6,69.59,32.89,75.72,-1
21090,>NT_033778.4:24886323-24886923,3.09,24,3.53,0,85.6,64.67,24.78,88.74,-1
21091,>NT_033779.5:3621093-3621693,3.24,16,2.46,3,91.77,61.83,21.46,47.52,-1
21092,>NT_037436.4:1576021-1576621,3.24,15,2.86,19,95.17,80.82,29.81,77.89,-1
21093,>NT_037436.4:16294411-16295011,3.49,21,2.45,10,75.1,73.07,30.49,58.61,-1
21094,>NT_037436.4:3911389-3911989,3.26,20,3.98,39,123.33,76.14,31.71,97.67,-1
21095,>NT_037436.4:16615345-16615945,3.5,11,2.83,2,111.79,65.95,25.22,79.3,-1
21096,>NT_033779.5:13812433-13813033,3.43,23,3.37,39,100.27,65.37,28.81,62.74,-1
21097,>NT_033778.4:7151365-7151965,3.98,12,3.67,17,90.24,84.15,29.12,92.18,-1
21098,>NT_037436.4:18576026-18576626,3.74,23,3.98,42,107.06,75.24,34.54,74.55,-1
21099,>NT_033777.3:14391423-14392023,3.37,21,3.37,3,133.41,73.22,37.33,102.99,-1
21100,>NC_004354.4:9555426-9556026,3.29,0,2.79,15,88.51,67.15,29.69,75.84,-1
21101,>NT_033777.3:20806174-20806774,3.28,3,3.98,3,96.35,64.46,37.08,121.64,-1
21102,>NT_033778.4:9544989-9545589,2.88,29,2.44,4,71.22,69.23,26.63,66.17,-1
21103,>NT_033779.5:13638840-13639440,3.06,6,3.98,12,141.98,65.63,34.54,117.3,-1
21104,>NT_033778.4:5655563-5656163,3.5,15,3.61,5,96.15,70.69,33.53,84.28,-1
21105,>NC_004354.4:13379478-13380078,3.77,12,2.6,4,70.16,84.99,28.95,66.99,-1
21106,>NT_033777.3:13588326-13588926,3.26,16,2.82,17,82.27,63.27,29.31,57.18,-1
21107,>NT_033777.3:9803161-9803761,3.57,7,3.37,9,97.66,67.05,26.73,64.58,-1
21108,>NT_037436.4:17660185-17660785,3.77,29,3.98,7,103.61,80.61,28.73,105.65,-1
21109,>NT_033779.5:21663473-21664073,3.77,31,3.37,39,124.55,67.85,32.45,79.4,-1
21110,>NT_037436.4:16378472-16379072,2.87,3,3.12,13,99.9,62.17,31.79,59.21,-1
21111,>NT_033778.4:5968817-5969417,2.96,5,3.67,41,96.38,68.43,45.0,75.0,-1
21112,>NT_033779.5:19536833-19537433,3.53,27,3.49,42,78.78,74.25,30.82,95.51,-1
21113,>NT_033777.3:25584457-25585057,3.77,6,3.43,43,76.91,84.41,35.18,61.76,-1
21114,>NT_033777.3:15343355-15343955,3.43,2,2.71,28,93.96,81.79,33.65,66.14,-1
21115,>NT_037436.4:2768983-2769583,3.12,8,3.77,18,113.3,66.74,32.02,100.12,-1
21116,>NT_033779.5:18971809-18972409,3.12,0,3.61,42,106.6,73.6,38.94,64.27,-1
21117,>NC_004354.4:3929519-3930119,3.98,25,3.26,18,108.03,100.15,25.25,88.71,-1
21118,>NT_033777.3:22038572-22039172,3.12,5,2.96,17,98.55,58.93,31.91,77.61,-1
21119,>NT_037436.4:27966120-27966720,3.28,8,3.98,38,116.4,79.63,34.96,84.79,-1
21120,>NT_033777.3:30179881-30180481,3.12,34,2.79,43,94.64,55.49,29.1,60.21,-1
21121,>NC_004354.4:13663578-13664178,3.49,16,3.36,4,133.24,73.02,24.31,75.57,-1
21122,>NT_033777.3:22460449-22461049,3.24,15,2.36,42,73.36,66.8,30.68,58.76,-1
21123,>NT_033779.5:3460022-3460622,3.26,30,3.09,38,79.42,70.84,31.48,65.4,-1
21124,>NT_033779.5:16330028-16330628,3.24,13,3.57,14,118.53,62.18,37.96,86.86,-1
21125,>NT_033779.5:18950873-18951473,3.37,19,3.67,15,90.37,73.16,25.86,100.13,-1
21126,>NC_004354.4:10862526-10863126,3.05,21,2.84,2,89.97,65.62,28.28,72.05,-1
21127,>NT_033778.4:24531656-24532256,3.77,12,3.5,42,93.96,62.14,37.65,68.94,-1
21128,>NT_033779.5:20830861-20831461,3.12,12,3.12,42,89.7,78.5,36.19,48.88,-1
21129,>NT_033779.5:18828683-18829283,3.18,31,3.09,24,90.42,56.13,22.46,69.65,-1
21130,>NC_004354.4:16784792-16785392,3.61,13,2.57,43,72.61,79.42,39.58,61.74,-1
21131,>NT_033777.3:21137914-21138514,3.49,16,3.46,24,88.61,85.0,27.2,80.71,-1
21132,>NT_033777.3:7856014-7856614,3.74,24,3.53,12,122.47,85.58,37.75,102.12,-1
21133,>NT_037436.4:12281176-12281776,3.2,13,3.14,42,112.95,62.76,27.94,77.6,-1
21134,>NT_033778.4:19161714-19162314,3.43,13,3.09,30,111.83,82.89,30.85,83.98,-1
21135,>NT_033777.3:22466384-22466984,3.49,27,3.01,42,90.43,71.95,29.28,53.27,-1
21136,>NT_033778.4:10107445-10108045,3.5,30,3.18,36,127.93,90.86,38.5,87.34,-1
21137,>NT_037436.4:9423221-9423821,3.2,12,3.98,42,116.57,81.01,33.93,68.12,-1
21138,>NT_033778.4:24290217-24290817,3.2,22,2.62,33,87.29,71.3,23.58,76.03,-1
21139,>NT_037436.4:2661201-2661801,3.36,5,3.57,10,92.15,60.52,35.66,73.93,-1
21140,>NT_037436.4:22074820-22075420,2.77,17,3.57,11,82.87,49.47,23.39,90.57,-1
21141,>NT_033778.4:12651050-12651650,3.22,16,3.25,23,95.72,60.76,25.72,69.27,-1
21142,>NC_004354.4:13996340-13996940,3.98,32,3.98,39,99.38,95.68,42.18,100.36,-1
21143,>NT_033777.3:12162587-12163187,3.24,23,3.67,1,94.64,67.51,32.51,83.61,-1
21144,>NT_033778.4:10137226-10137826,3.2,29,3.22,38,137.25,65.81,32.88,84.25,-1
21145,>NT_033778.4:14355374-14355974,3.77,9,3.98,7,112.2,83.31,23.19,88.86,-1
21146,>NC_004354.4:16078767-16079367,3.77,6,3.49,1,103.05,78.53,40.45,110.25,-1
21147,>NC_004354.4:15340055-15340655,3.49,26,3.03,42,105.52,57.84,23.91,68.4,-1
21148,>NT_033778.4:23144190-23144790,3.5,16,2.43,35,80.67,70.82,33.12,58.22,-1
21149,>NT_037436.4:16230489-16231089,3.57,1,3.09,3,77.16,79.55,35.7,76.4,-1
21150,>NC_004354.4:19052778-19053378,3.18,25,3.33,18,107.79,92.56,36.55,84.9,-1
21151,>NT_033778.4:8362059-8362659,3.26,9,3.25,42,67.96,64.76,28.85,72.92,-1
21152,>NT_033779.5:2979137-2979737,3.61,8,3.57,19,106.21,87.9,32.38,79.07,-1
21153,>NT_033777.3:7183801-7184401,3.77,27,3.77,42,85.32,100.46,37.95,91.01,-1
21154,>NT_033777.3:16649537-16650137,3.98,22,2.72,38,91.17,98.77,28.59,64.32,-1
21155,>NC_004353.4:307998-308598,2.86,18,3.01,7,116.97,63.28,25.12,72.31,-1
21156,>NC_004354.4:12016989-12017589,3.46,9,3.18,30,85.48,75.11,27.7,68.25,-1
21157,>NT_033777.3:28520393-28520993,3.57,29,3.67,22,81.19,89.86,40.84,87.23,-1
21158,>NT_033777.3:6802132-6802732,3.61,24,3.77,36,97.96,79.97,35.37,87.9,-1
21159,>NC_004354.4:16293594-16294194,2.86,14,2.22,42,79.3,54.11,27.04,54.17,-1
21160,>NT_033777.3:10706460-10707060,3.61,14,2.94,19,101.62,58.86,30.0,76.67,-1
21161,>NT_033779.5:11122487-11123087,3.49,14,3.57,13,91.47,66.32,26.6,83.21,-1
21162,>NT_033777.3:8994597-8995197,3.12,1,3.43,43,101.06,58.54,37.32,71.88,-1
21163,>NC_004354.4:19659254-19659854,3.03,11,3.46,42,89.81,62.93,29.82,77.79,-1
21164,>NT_033777.3:29725390-29725990,3.57,5,2.95,35,102.6,77.39,33.15,61.75,-1
21165,>NC_004354.4:19968047-19968647,3.57,23,3.01,42,91.22,71.69,26.3,55.01,-1
21166,>NT_037436.4:13448784-13449384,3.18,32,3.49,42,102.92,72.01,28.34,56.63,-1
21167,>NT_033777.3:28292356-28292956,3.57,13,2.69,42,95.93,63.98,27.66,60.05,-1
21168,>NC_004354.4:17858079-17858679,3.98,19,3.46,42,98.35,96.27,40.73,70.3,-1
21169,>NC_004354.4:8873205-8873805,3.05,1,3.61,17,118.82,62.02,34.79,90.93,-1
21170,>NT_033778.4:22415335-22415935,3.57,11,3.57,12,84.41,63.34,34.08,93.16,-1
21171,>NT_033777.3:11227927-11228527,3.2,20,3.09,43,85.69,48.05,31.57,66.39,-1
21172,>NC_004354.4:6868414-6869014,3.25,17,3.2,34,111.28,84.94,40.66,66.34,-1
21173,>NT_037436.4:8602116-8602716,3.49,11,3.67,42,65.02,62.15,37.85,75.39,-1
21174,>NC_004354.4:15934679-15935279,3.77,18,3.09,27,91.3,78.44,33.92,72.72,-1
21175,>NT_037436.4:2595136-2595736,3.61,13,3.12,41,105.48,56.0,26.07,67.84,-1
21176,>NT_033777.3:9633766-9634366,3.98,25,2.17,30,118.38,77.52,26.88,58.24,-1
21177,>NT_033777.3:32067951-32068551,2.85,17,3.01,16,127.51,53.52,25.02,87.84,-1
21178,>NT_037436.4:18088363-18088963,3.61,5,3.04,41,134.48,85.62,43.63,80.71,-1
21179,>NC_004354.4:15705555-15706155,3.16,0,3.98,42,109.1,70.01,43.85,110.05,-1
21180,>NT_037436.4:16130697-16131297,3.29,2,3.33,9,116.99,62.16,37.21,79.45,-1
21181,>NT_033779.5:12009516-12010116,3.98,7,3.98,26,114.03,77.2,47.44,89.36,-1
21182,>NT_033778.4:16589221-16589821,3.74,0,3.14,3,90.26,62.52,40.22,77.94,-1
21183,>NT_037436.4:8209374-8209974,3.61,19,3.05,43,100.14,78.04,34.08,68.64,-1
21184,>NC_004354.4:21320511-21321111,3.46,14,3.26,3,116.44,78.43,25.57,88.36,-1
21185,>NT_037436.4:22473713-22474313,2.88,0,2.06,4,105.34,62.48,27.45,42.06,-1
21186,>NC_004354.4:8567712-8568312,3.25,20,3.98,27,108.4,63.43,47.11,152.77,-1
21187,>NT_033777.3:18193135-18193735,3.18,24,3.98,42,100.0,74.68,36.76,98.92,-1
21188,>NT_037436.4:17324394-17324994,2.63,0,3.28,1,79.19,50.39,27.09,66.23,-1
21189,>NT_033779.5:6735855-6736455,3.57,0,2.86,18,119.35,64.72,33.28,77.31,-1
21190,>NT_033777.3:16622402-16623002,3.26,19,3.49,42,98.52,70.22,42.22,78.84,-1
21191,>NC_004354.4:16788780-16789380,2.55,32,2.06,25,105.48,55.03,26.69,42.0,-1
21192,>NC_004354.4:19595377-19595977,3.98,34,3.46,8,93.5,56.39,23.54,96.63,-1
21193,>NT_033779.5:23161563-23162163,3.77,20,3.36,4,119.38,81.29,25.96,76.67,-1
21194,>NT_033778.4:7382221-7382821,3.02,11,3.25,12,71.76,66.07,26.26,77.84,-1
21195,>NT_037436.4:3011584-3012184,3.49,17,2.86,24,100.05,73.42,31.93,58.03,-1
21196,>NT_037436.4:17559908-17560508,3.5,30,3.5,42,91.02,60.52,26.26,78.52,-1
21197,>NT_033778.4:23412129-23412729,3.26,24,3.98,23,110.32,75.99,34.73,84.42,-1
21198,>NC_004354.4:11800754-11801354,3.5,0,3.07,11,81.16,88.32,36.99,87.76,-1
21199,>NT_033779.5:202444-203044,3.98,33,3.74,43,82.45,91.64,45.92,86.48,-1
21200,>NT_033779.5:7582971-7583571,3.09,20,3.98,28,95.52,71.56,36.47,124.17,-1
21201,>NT_033778.4:8239571-8240171,2.5,17,2.69,2,106.47,45.69,25.36,62.57,-1
21202,>NT_033779.5:20850069-20850669,3.36,8,2.53,20,116.73,78.94,32.2,70.04,-1
21203,>NT_033779.5:824031-824631,3.26,19,3.46,10,94.36,72.31,35.29,84.36,-1
21204,>NT_033777.3:10882103-10882703,2.43,24,3.36,17,99.39,62.09,27.8,70.4,-1
21205,>NT_037436.4:6056579-6057179,3.61,33,3.36,7,109.2,61.86,27.64,74.44,-1
21206,>NT_033779.5:10393469-10394069,2.86,24,3.49,42,79.91,66.78,36.99,65.61,-1
21207,>NT_033779.5:19362802-19363402,3.5,21,3.98,42,122.99,73.85,31.41,97.76,-1
21208,>NT_037436.4:19924467-19925067,3.61,14,3.03,12,86.92,84.75,29.19,61.21,-1
21209,>NT_033777.3:20501169-20501769,3.09,33,3.05,40,97.68,62.37,31.69,62.93,-1
21210,>NT_033777.3:25347116-25347716,3.98,1,3.24,12,73.47,95.65,48.64,85.12,-1
21211,>NT_033777.3:17544781-17545381,3.2,20,2.72,17,75.06,64.48,18.74,60.21,-1
21212,>NT_037436.4:16373830-16374430,3.74,18,3.12,42,64.67,90.61,28.94,68.39,-1
21213,>NT_033778.4:7061961-7062561,3.18,11,2.82,43,107.36,68.03,30.17,52.91,-1
21214,>NT_033777.3:26872509-26873109,3.98,28,2.71,43,98.85,73.22,22.7,65.56,-1
21215,>NT_033779.5:14599693-14600293,3.49,19,3.61,13,90.9,56.36,23.17,109.93,-1
21216,>NT_033778.4:13104608-13105208,3.61,16,3.98,7,112.91,66.46,32.41,79.81,-1
21217,>NT_033777.3:9771454-9772054,2.44,6,3.57,43,106.83,60.45,36.65,80.69,-1
21218,>NT_037436.4:21217076-21217676,3.37,20,3.22,15,74.7,76.5,18.94,61.65,-1
21219,>NT_033777.3:23096852-23097452,3.49,21,3.26,43,106.39,87.14,38.04,72.14,-1
21220,>NT_033777.3:26864307-26864907,3.09,1,3.61,3,111.25,64.92,41.58,90.7,-1
21221,>NC_004354.4:7341562-7342162,3.28,12,3.98,41,75.88,82.82,44.62,103.81,-1
21222,>NC_004354.4:3174938-3175538,2.86,20,3.98,33,74.82,45.45,30.23,139.03,-1
21223,>NT_033778.4:14772347-14772947,3.61,15,2.63,42,106.73,85.78,33.25,54.19,-1
21224,>NT_033777.3:16204754-16205354,3.16,0,2.23,30,72.81,80.42,33.98,42.47,-1
21225,>NC_004354.4:15780103-15780703,3.46,16,3.28,0,101.15,66.9,31.67,82.57,-1
21226,>NT_033778.4:6924653-6925253,3.98,16,2.92,0,72.61,71.88,17.43,71.68,-1
21227,>NT_033779.5:21623671-21624271,3.61,21,3.61,5,96.29,69.0,22.38,75.04,-1
21228,>NT_033779.5:1495156-1495756,3.98,23,2.77,43,91.65,100.37,33.24,74.25,-1
21229,>NC_004354.4:16355559-16356159,3.18,24,3.61,0,122.32,69.8,24.79,94.81,-1
21230,>NC_004354.4:10463376-10463976,3.98,14,2.86,24,102.14,76.7,29.45,82.73,-1
21231,>NT_033779.5:19620779-19621379,3.98,0,2.63,42,100.82,112.16,46.4,54.43,-1
21232,>NC_004354.4:16561377-16561977,3.33,3,2.39,2,79.23,83.78,33.12,55.6,-1
21233,>NT_033777.3:24556249-24556849,3.28,1,3.14,20,108.49,65.75,39.46,88.73,-1
21234,>NT_033778.4:13987249-13987849,2.47,33,3.98,29,75.98,42.55,32.81,124.63,-1
21235,>NT_033777.3:17685296-17685896,2.86,22,3.26,25,87.53,58.5,16.63,72.19,-1
21236,>NT_033779.5:1083073-1083673,2.79,30,2.85,38,73.74,80.71,30.43,60.41,-1
21237,>NT_033777.3:10767529-10768129,3.61,11,3.12,42,78.79,85.91,31.33,72.47,-1
21238,>NT_033777.3:29793134-29793734,3.24,23,2.27,4,57.4,67.19,27.99,67.66,-1
21239,>NT_033777.3:11768311-11768911,3.36,16,3.02,16,63.11,74.06,23.29,66.78,-1
21240,>NT_033778.4:8571850-8572450,3.49,22,3.98,0,106.29,83.25,31.64,102.94,-1
21241,>NT_033777.3:14320722-14321322,3.12,32,3.98,42,127.4,72.46,38.87,89.91,-1
21242,>NT_037436.4:20371375-20371975,3.67,8,2.61,43,67.06,66.29,27.31,64.86,-1
21243,>NT_033777.3:11743589-11744189,3.18,14,3.2,18,88.42,71.33,30.47,83.46,-1
21244,>NT_033777.3:21913277-21913877,3.61,0,2.95,5,115.63,62.4,36.73,67.41,-1
21245,>NT_033777.3:18288764-18289364,2.55,15,3.09,19,94.46,57.68,24.8,65.04,-1
21246,>NT_033777.3:25606702-25607302,3.98,23,2.9,42,98.78,93.22,27.23,72.64,-1
21247,>NC_004354.4:20411622-20412222,3.46,22,3.74,43,109.38,66.18,42.42,94.15,-1
21248,>NT_033777.3:21069454-21070054,3.98,7,3.09,43,69.77,106.39,42.45,65.6,-1
21249,>NC_004354.4:8691469-8692069,3.61,11,3.46,4,139.97,76.4,34.1,103.78,-1
21250,>NT_033779.5:21157224-21157824,3.49,17,2.41,6,89.41,68.5,22.86,51.53,-1
21251,>NT_033779.5:14844693-14845293,3.26,17,3.26,6,117.93,67.49,29.08,60.94,-1
21252,>NC_004354.4:21367943-21368543,3.61,1,2.88,43,99.52,85.73,42.31,43.27,-1
21253,>NT_033777.3:8674896-8675496,3.61,2,3.98,42,101.45,58.9,43.43,73.28,-1
21254,>NT_037436.4:22283097-22283697,2.95,7,3.46,42,74.06,57.6,34.56,95.19,-1
21255,>NC_004354.4:8680894-8681494,3.49,20,3.98,21,121.76,82.91,35.38,89.65,-1
21256,>NC_004354.4:14932719-14933319,3.57,0,3.98,35,86.33,58.27,49.37,119.73,-1
21257,>NT_033779.5:6906184-6906784,3.49,10,3.74,14,86.56,68.34,39.06,102.67,-1
21258,>NT_033777.3:19899277-19899877,3.77,22,3.77,28,100.29,85.87,30.96,110.05,-1
21259,>NT_033779.5:7037616-7038216,3.98,31,3.12,43,88.48,95.08,35.26,71.91,-1
21260,>NT_033777.3:20832273-20832873,3.2,19,3.46,4,82.44,67.12,27.6,83.27,-1
21261,>NT_033779.5:824003-824603,3.5,27,2.71,30,112.89,77.07,26.25,67.7,-1
21262,>NT_033778.4:11826870-11827470,3.61,10,3.18,42,106.22,69.61,30.05,70.38,-1
21263,>NC_004354.4:16596164-16596764,3.37,18,3.43,43,117.61,78.67,37.52,70.2,-1
21264,>NT_033777.3:30727717-30728317,3.49,13,3.23,40,77.27,83.18,26.21,89.67,-1
21265,>NT_033778.4:10028920-10029520,3.77,15,3.26,0,83.81,73.96,29.94,80.76,-1
21266,>NT_033778.4:20793470-20794070,3.5,8,2.47,17,99.85,66.36,27.27,59.46,-1
21267,>NC_004354.4:4134084-4134684,1.9,27,3.98,36,107.26,35.7,28.56,126.75,-1
21268,>NT_033779.5:11795314-11795914,3.26,0,3.26,40,113.16,74.02,42.88,97.13,-1
21269,>NC_004354.4:2237602-2238202,3.36,11,3.77,32,145.04,64.58,26.09,69.37,-1
21270,>NT_033779.5:13972001-13972601,2.29,20,2.94,0,99.89,40.23,27.64,85.69,-1
21271,>NC_004354.4:11706250-11706850,3.98,6,3.77,42,98.75,102.11,41.93,110.97,-1
21272,>NT_037436.4:19050388-19050988,2.74,12,3.09,43,134.45,55.02,32.58,66.71,-1
21273,>NT_033777.3:12377607-12378207,3.67,1,3.12,40,117.28,80.53,37.66,89.17,-1
21274,>NT_033779.5:5011790-5012390,3.12,21,2.74,42,125.76,59.93,28.59,56.56,-1
21275,>NT_033777.3:13318631-13319231,3.61,18,3.14,33,115.49,70.55,24.29,82.55,-1
21276,>NT_033777.3:8941974-8942574,2.95,17,3.74,43,96.99,62.01,31.84,81.05,-1
21277,>NT_033777.3:10046922-10047522,3.18,28,3.2,43,105.4,57.62,33.87,68.9,-1
21278,>NT_033778.4:21697153-21697753,3.98,11,3.77,42,135.25,102.41,38.13,64.18,-1
21279,>NT_033777.3:14732181-14732781,3.61,11,3.12,6,104.92,59.67,18.43,73.1,-1
21280,>NT_037436.4:4688428-4689028,3.49,13,3.67,0,101.74,62.79,26.67,68.57,-1
21281,>NT_033779.5:2653644-2654244,2.86,26,2.78,21,99.08,69.07,27.46,60.05,-1
21282,>NT_037436.4:1832336-1832936,3.98,14,3.09,43,108.46,87.51,36.94,68.49,-1
21283,>NC_004354.4:10832488-10833088,3.57,15,3.49,26,110.32,79.88,37.47,84.57,-1
21284,>NT_033778.4:16183691-16184291,3.98,27,3.29,24,113.44,74.92,25.94,70.91,-1
21285,>NC_004353.4:689471-690071,3.57,13,2.37,34,113.77,69.55,22.94,64.07,-1
21286,>NT_033777.3:4949073-4949673,3.37,20,2.6,8,94.0,68.78,16.12,59.57,-1
21287,>NT_033778.4:19379874-19380474,2.72,33,3.09,13,100.73,73.21,30.32,66.93,-1
21288,>NT_033779.5:4966108-4966708,2.84,3,2.53,27,86.12,51.15,35.37,59.9,-1
21289,>NC_004354.4:11067796-11068396,3.26,27,2.44,41,90.88,42.66,15.96,41.42,-1
21290,>NT_033778.4:10496529-10497129,3.28,3,2.84,35,124.51,77.63,31.32,63.98,-1
21291,>NC_004354.4:21039201-21039801,3.57,29,3.25,40,94.46,68.4,31.06,61.18,-1
21292,>NC_004354.4:15737193-15737793,3.06,17,3.09,43,67.02,56.91,25.4,44.16,-1
21293,>NT_033778.4:22881136-22881736,3.26,16,3.98,0,94.99,80.5,26.15,72.6,-1
21294,>NT_037436.4:6203388-6203988,3.18,22,3.12,5,95.47,73.81,28.48,61.99,-1
21295,>NT_033778.4:11343941-11344541,3.12,19,3.61,15,87.42,57.44,12.65,87.33,-1
21296,>NT_033778.4:24392274-24392874,3.12,15,2.91,8,105.06,65.48,26.1,81.46,-1
21297,>NT_033779.5:10975487-10976087,3.24,14,3.61,22,86.27,68.98,34.79,86.38,-1
21298,>NT_033779.5:21134242-21134842,3.77,18,3.98,42,107.89,89.21,45.52,98.9,-1
21299,>NC_004353.4:1007594-1008194,3.98,28,3.98,24,74.96,87.4,42.89,105.95,-1
21300,>NT_033778.4:8682319-8682919,3.77,18,3.28,42,136.1,90.36,35.45,95.6,-1
21301,>NT_033778.4:9084298-9084898,3.61,26,3.06,6,91.39,74.43,23.74,84.09,-1
21302,>NT_037436.4:6203530-6204130,3.61,16,3.12,42,95.91,87.7,37.6,68.94,-1
21303,>NT_037436.4:17058479-17059079,3.77,0,2.46,6,147.49,84.49,35.34,57.04,-1
21304,>NT_033778.4:22934378-22934978,2.83,33,3.67,42,110.83,50.73,33.48,95.33,-1
21305,>NT_033779.5:21357292-21357892,3.77,24,3.61,41,112.19,84.95,32.91,57.4,-1
21306,>NT_033778.4:15542201-15542801,3.28,26,3.43,15,90.96,55.9,23.04,76.47,-1
21307,>NC_004354.4:22447483-22448083,3.26,15,3.03,21,93.76,61.61,22.8,73.27,-1
21308,>NT_033779.5:5970722-5971322,3.61,1,2.51,43,68.16,82.03,35.69,76.67,-1
21309,>NT_033777.3:17907123-17907723,3.14,29,3.05,22,123.14,53.67,20.14,74.73,-1
21310,>NT_033778.4:16860145-16860745,3.77,27,3.74,33,126.5,86.86,28.73,91.18,-1
21311,>NT_033777.3:29382903-29383503,3.74,27,3.77,6,121.34,92.03,36.78,107.39,-1
21312,>NT_037436.4:15241632-15242232,2.57,23,3.98,41,86.11,52.81,34.33,82.93,-1
21313,>NT_033777.3:25050623-25051223,3.53,9,3.98,34,96.1,70.48,42.05,123.36,-1
21314,>NT_033779.5:4979376-4979976,3.49,15,3.12,42,91.07,78.01,33.49,57.74,-1
21315,>NC_004354.4:2180675-2181275,3.2,15,3.29,24,101.63,75.03,30.24,85.03,-1
21316,>NT_033779.5:20683221-20683821,3.61,26,3.67,6,109.66,63.4,29.51,74.28,-1
21317,>NT_033777.3:22608542-22609142,3.25,1,3.18,4,108.42,73.49,33.02,66.14,-1
21318,>NC_004354.4:11692697-11693297,3.49,28,3.43,39,108.01,89.56,37.72,98.14,-1
21319,>NT_033777.3:13781782-13782382,3.24,13,3.37,3,89.27,62.16,29.07,76.61,-1
21320,>NT_033778.4:7464758-7465358,2.72,13,2.82,40,108.61,48.55,24.81,60.49,-1
21321,>NT_033779.5:7069634-7070234,3.26,12,3.61,14,85.37,77.54,28.25,89.88,-1
21322,>NT_033778.4:16693378-16693978,2.23,23,3.33,41,90.27,51.63,29.66,80.87,-1
21323,>NT_033779.5:3479308-3479908,3.98,9,3.67,38,63.9,86.76,29.91,77.89,-1
21324,>NT_033779.5:10997406-10998006,2.57,24,2.86,4,93.98,56.24,24.89,76.73,-1
